CO_CURSO,TP_SEXO,NT_GER,QE_I01,QE_I02,QE_I08
112282,M,33.1,E,D,A
112282,F,28.3,A,A,D
112282,F,46.6,A,D,A
112282,M,42.6,B,D,B
112282,M,59.7,A,A,A
112282,F,48.4,A,A,A
112282,M,34.6,B,A,A
112282,M,30.1,A,D,A
112282,M,43.3,A,B,B
112282,F,53.6,A,D,A
112282,F,33,A,A,C
112282,M,41.2,A,F,B
112282,M,51.6,A,A,B
112282,M,54.5,A,B,A
112282,F,43.3,A,D,A
112282,F,38.8,A,D,A
112282,F,58.3,A,D,B
112282,F,48.7,A,A,B
112282,M,53.6,A,A,C
112282,F,58.5,A,D,A
112282,M,48.8,A,D,A
112282,F,59.5,A,D,A
112282,M,54,A,B,A
112282,M,30,C,D,A
112282,F,47.8,A,A,C
112282,F,37.9,A,A,B
112282,F,35.8,A,B,B
112282,M,53.2,A,A,A
112282,M,55.3,A,A,A
112282,F,55.3,A,D,A
112282,F,56.6,A,D,B
112282,M,29.3,A,D,A
112282,F,56.8,B,D,B
112282,M,36,A,D,B
112282,M,28.9,A,A,B
112282,F,33.1,NA,NA,NA
112282,M,42.9,A,A,A
112294,M,37.4,A,A,A
112294,F,33.2,A,C,A
112294,F,48.4,A,A,B
112294,M,26.2,A,D,A
112294,F,44.8,A,A,B
112294,F,26,A,D,A
112294,M,48.2,E,D,A
112294,F,32.9,A,D,A
112294,F,22.4,A,D,A
112294,F,38.8,A,D,A
112294,M,36.3,A,B,B
112294,F,24.7,A,D,A
112294,F,43.2,A,C,A
112294,F,43.6,A,A,A
112294,F,36.1,A,D,A
112294,F,26.2,B,D,A
112294,F,33.1,A,A,B
112294,F,46.8,A,A,B
112294,F,24.3,A,A,B
112294,F,30.8,A,D,A
112294,F,28.6,A,D,A
112294,F,23.6,A,D,B
112294,M,53.8,A,A,B
112294,F,13.4,C,A,A
112294,F,24,A,A,A
112294,F,23.4,B,D,A
112294,M,29.1,A,A,B
112294,M,44,A,A,A
112294,F,26.4,A,B,C
112294,M,42.9,A,D,C
112294,M,47.2,A,D,A
112294,F,27,A,D,B
112294,F,37.2,A,A,E
112294,F,44.3,A,C,A
112294,F,32.4,A,D,A
112294,M,26.9,A,D,B
112294,M,45.3,A,A,A
112294,F,55.7,A,D,B
112294,M,43.7,A,F,B
112294,F,42.6,A,D,A
112294,M,27.9,A,A,A
112294,F,30.7,A,D,A
112294,M,28,A,A,B
112294,F,54,A,D,A
112294,M,26.1,A,A,B
118550,M,66.4,A,A,A
118550,F,27.3,A,A,B
118550,F,27,A,A,B
118550,F,52.2,E,A,D
118550,M,54.2,A,D,A
118550,M,16.4,A,A,A
118550,F,50.7,B,D,C
118550,F,35.9,A,A,B
118550,F,53.1,A,D,B
118550,F,37.4,A,C,B
118550,F,41.2,A,A,B
118550,M,34.2,A,A,E
118550,F,37.1,A,D,A
118550,F,43.4,A,D,A
118550,M,34.1,A,D,A
118550,F,42.7,A,A,C
118550,F,56.3,A,A,C
118562,M,52.4,A,A,A
118562,F,36.1,A,D,C
118562,F,48.1,A,D,B
118562,M,27.7,A,B,D
118562,F,49.4,A,D,B
118562,F,49.6,A,D,B
118562,F,41.9,A,A,F
118562,M,63.1,A,A,D
118562,M,41.5,A,A,E
118562,M,22.7,A,D,E
118562,F,45.9,A,D,B
118562,F,53.1,A,A,C
118562,M,53.2,A,A,C
118562,F,45.1,A,B,F
118562,F,41.8,A,B,E
118562,M,28.5,A,D,A
118562,F,38.1,A,D,D
118562,M,58.3,A,A,E
118562,F,33.3,A,F,D
118562,F,48.1,A,D,E
118562,M,47.4,A,A,C
118562,F,37.8,A,D,C
118562,M,44.1,A,D,E
118562,M,57.1,A,D,B
118562,M,68.5,A,A,A
118562,M,55.3,A,A,E
118562,M,47.9,A,B,D
118562,F,42.6,A,A,C
118562,M,43.9,A,A,C
118562,F,39.2,A,D,B
118562,F,46.3,A,D,E
118562,F,41.7,A,A,A
118630,M,45,B,D,A
118630,M,35,B,A,C
118630,M,54.9,E,B,B
118630,M,44.9,A,F,B
118630,M,49.4,B,D,A
118630,M,39.8,A,D,C
118630,M,34.1,A,B,B
118630,M,47.4,A,A,B
118630,M,46.2,A,B,A
118630,F,52.1,A,D,A
118630,M,47.4,B,D,B
118630,M,49.3,B,D,B
118630,M,30.4,B,A,B
118630,F,44.3,A,A,C
118630,M,39.5,A,A,B
118630,F,35,A,D,A
118630,M,59,A,B,A
118630,M,31.5,A,D,A
118630,M,54.7,A,D,A
120777,M,43,B,D,B
120777,M,57.8,A,D,B
120777,F,60.8,A,D,B
120777,F,44.2,A,C,A
120777,M,65.3,A,D,B
120777,M,43.1,B,B,A
120777,F,49.2,A,A,B
120777,F,39.1,B,D,A
120777,F,50.6,D,B,A
120777,M,64.4,A,D,A
120777,F,43.4,B,A,A
120777,M,49.2,A,D,B
120777,F,34.9,A,A,A
120777,F,46.5,A,A,A
120777,M,63.1,B,D,A
120777,F,48.1,A,D,A
120777,M,60.4,A,D,A
120777,M,22.8,B,D,A
120777,F,34.4,C,B,A
120777,M,49.6,A,D,A
120777,M,43.6,A,B,D
120777,F,36.7,A,C,A
120777,F,44.3,A,D,A
120777,M,61.5,A,A,B
120777,F,43.3,A,B,A
120777,M,46.8,A,C,D
120777,M,40.7,A,D,A
120777,M,59.2,A,D,C
120777,M,27.1,A,A,B
120777,M,74.6,A,D,A
120777,F,57.2,A,A,A
120777,F,35.8,B,D,A
120777,F,52.4,A,D,A
120777,M,45.5,E,A,A
120777,M,73.3,A,D,A
120777,F,73.9,A,D,A
120777,M,42.3,A,A,A
120777,M,45.1,A,B,A
120777,M,59.5,A,D,A
120777,F,48.9,A,D,A
120777,F,46.1,A,A,A
120777,M,43.2,A,A,A
120777,M,42.8,A,A,A
120777,F,37.3,A,D,A
120777,F,62.6,A,D,B
120777,M,42,A,D,A
120777,F,27.1,A,A,A
120777,F,45.6,A,B,B
120777,F,29.7,A,D,A
120777,F,53,A,A,A
120777,M,63.8,A,D,A
120777,M,56.3,A,D,B
120777,F,49.1,A,D,A
120777,F,47.5,A,D,B
120777,F,65.8,A,D,B
120777,F,35.6,A,A,B
120777,M,39.9,A,D,B
120777,M,56.3,NA,NA,NA
120777,M,46.7,B,A,B
120777,F,57.6,A,D,A
120777,M,18.8,A,D,A
120777,M,44.2,A,D,B
120777,M,70.9,A,D,A
121366,M,52.6,B,F,D
121366,F,38.7,A,D,A
121367,F,70.3,NA,NA,NA
121367,F,61.9,A,D,A
121367,F,62.5,A,A,A
121367,M,50.8,A,B,A
121367,F,31.8,E,D,B
313436,M,43.9,A,D,D
313436,F,28.3,A,D,B
313436,M,68.6,A,A,B
313436,M,49.3,A,A,B
313436,M,47.2,A,A,B
313436,M,62.5,A,A,E
313436,F,41.4,A,D,B
313448,F,54.3,C,D,B
313448,M,65.2,A,A,E
313448,M,72.4,A,D,B
313448,M,79,A,A,F
318388,M,45.3,A,D,A
318388,M,40.3,A,A,B
318388,M,60.3,A,A,F
318388,M,48.2,A,A,B
318388,M,36.6,A,F,C
1106561,F,30.7,A,D,B
1106561,F,40.6,A,D,A
1106561,F,34.4,A,A,B
1106561,F,35.7,A,D,B
1106561,F,36.9,A,D,A
1106561,M,49,A,A,B
1106561,F,28.4,A,A,A
1106561,F,51,B,A,A
1106561,M,47.5,A,A,B
1106561,F,46.7,A,A,B
1106561,M,42.3,B,A,B
1106561,M,44.5,E,D,A
1106561,F,35,A,B,F
1106561,F,29.7,A,A,B
1106561,F,28.8,A,C,A
1106561,F,44.2,B,A,A
1106561,F,46.3,A,A,A
1106561,F,49,A,F,C
1106561,F,30.8,A,B,A
1106561,F,39.2,A,A,B
1106561,M,42.8,A,A,A
1106561,F,30.9,A,A,B
1106561,F,26.8,A,D,B
1106561,M,40.4,A,D,C
1106561,F,20.5,A,A,B
1106561,M,42.1,A,D,B
1106561,F,46.4,A,A,F
1106562,M,34,A,A,A
1106562,F,16.8,A,D,A
1106562,F,42.2,A,D,B
1106562,M,33.9,A,A,B
1106562,F,31,A,D,B
1106562,M,39.5,A,A,A
1106562,F,37.9,A,C,B
1106562,F,9.1,A,D,B
1106562,M,48.8,A,D,A
1106562,M,28.5,A,A,A
1106562,M,23.5,A,A,B
1106562,F,21.6,A,A,A
1106562,F,27.7,A,D,A
1106562,F,40.8,A,D,A
1106562,F,31.3,A,A,B
1106562,F,42.1,A,D,B
1106562,F,18.8,A,A,A
1106562,M,30.2,A,B,A
1106578,M,40.9,A,A,A
1106578,F,34.3,A,D,A
1106578,F,37.5,A,A,E
1106578,M,29.6,A,B,B
1106578,M,39.4,A,D,A
1106578,M,37.6,NA,NA,NA
1106578,M,51.4,A,D,B
1106578,F,38.3,A,A,D
1106578,M,47.8,A,D,B
1106578,M,57.6,A,D,C
1106578,F,46.8,A,F,B
1106578,M,33.6,A,D,B
1106578,M,21.3,A,D,C
1106578,M,32.5,A,A,A
1106578,F,30.6,A,A,F
1106578,F,31.4,A,D,B
1106578,M,49.2,A,D,A
1106578,F,44.1,A,A,A
1106578,M,55.6,NA,NA,NA
1106578,F,48.5,A,D,A
1106578,M,49.8,A,D,A
1106578,F,54.3,NA,NA,NA
1106578,M,42,A,A,C
1106578,M,54,A,A,B
1106578,F,46.2,A,D,A
1106578,M,28.1,A,D,B
1106578,M,42.4,A,D,A
1106578,F,40.1,NA,NA,NA
1106578,M,58.4,A,D,D
1106578,F,33.2,NA,NA,NA
1106578,F,30.7,A,D,B
1106578,F,34.6,E,A,A
1106578,M,29.6,NA,NA,NA
1106595,F,37.2,B,D,A
1106595,M,29.4,A,A,B
1106595,F,60.6,A,D,A
1106595,F,40,A,D,A
1106595,M,50.2,A,A,B
1106595,M,43.3,A,D,A
1106595,M,38.1,A,A,B
1106595,M,66.3,A,D,A
1106595,F,46.4,A,A,B
1106595,F,41.9,A,D,A
1106595,F,32.7,A,B,A
1106595,F,34.9,B,D,B
1106595,F,40.7,E,A,A
1106595,M,39.8,NA,NA,NA
1106595,F,63.8,B,F,B
1106595,F,40.7,B,B,A
1106595,F,56.6,A,D,A
1106595,F,53.6,A,D,A
1106595,F,35.7,B,D,A
1106595,M,47.4,E,B,A
1106595,M,50.8,A,D,E
1106595,M,41.5,A,C,B
1106595,F,56.4,A,A,B
1106595,F,45.2,A,D,A
1106595,F,35.9,A,D,A
1106595,M,37.6,D,C,B
1106595,M,13.2,NA,NA,NA
1106595,F,54.2,A,A,A
1106595,M,53.6,A,A,B
1106595,F,40.6,A,D,A
1106595,F,35.9,A,A,B
1106595,F,43.9,A,D,A
1106595,F,45.3,A,B,B
1106595,F,39.5,A,A,A
1106595,F,26.4,A,A,A
1106595,F,53.3,A,B,A
1106595,F,40.6,A,A,B
1106595,M,51.6,A,D,A
1106595,F,10.9,A,D,A
1106595,F,27.2,A,D,A
1106595,F,35.9,E,D,A
1106595,F,43.4,A,A,A
1106595,F,47.9,A,D,A
1106595,F,42.6,A,D,A
1106595,F,23.8,B,D,A
1106595,F,51.7,A,D,B
1106595,F,35,A,A,B
1106595,F,44,A,A,B
1106595,F,43.1,B,D,B
1129147,M,65.4,A,A,C
1129147,F,73.6,A,A,F
1129147,M,73.9,A,D,C
1129147,F,47.6,A,A,D
1129147,M,29.9,A,D,B
1129147,M,65.8,A,F,C
1129147,F,40.6,A,A,C
1129147,M,75.8,A,D,A
1129147,M,68.8,A,D,B
1129147,F,64.7,A,A,B
1129147,F,50.6,A,A,B
1129147,M,68.2,B,A,E
1129147,F,75.1,A,A,F
1129147,M,71.1,A,D,F
1129147,M,53.7,A,D,E
1129147,F,62.3,A,A,B
1129147,F,70,A,A,C
1129147,M,73,A,A,D
1129147,F,53.3,A,A,C
1129147,M,39.8,A,A,C
1129147,F,80.2,A,A,E
1129147,F,68.5,A,A,F
1129147,M,55.7,A,A,F
1129147,M,70.1,A,D,D
1129147,F,76.4,A,D,E
1129147,F,76.9,A,D,F
1129147,F,64.7,A,A,E
1129147,F,76.4,A,A,F
1129147,M,60.5,A,A,E
1129147,M,77.8,A,A,C
1129147,F,64.5,A,A,C
1129147,F,60.5,A,A,F
1129147,M,65.2,A,A,C
1129147,F,64,C,A,C
1129147,F,50,A,A,B
1129147,F,84.8,A,A,D
1129147,M,70.1,A,D,A
1129147,F,77,A,A,F
1129147,F,66.1,A,D,A
1129147,F,62.6,A,A,C
1129147,F,56.5,A,A,B
1129147,F,61.2,A,D,C
1129147,F,64.9,A,A,C
1129147,F,66.8,A,A,D
1129147,M,73.7,A,A,E
1129147,F,53.1,A,A,D
1129147,F,74.6,A,D,C
1129147,M,53.9,A,F,D
1129147,M,38.2,A,D,D
1152880,M,34,A,D,B
1152880,F,32.6,A,B,B
1152880,M,40.6,C,A,C
1152880,F,43.6,A,D,A
1152880,F,39.9,A,D,A
1152880,M,69.7,A,D,C
1152880,F,44.4,B,A,A
1152880,F,53.8,A,A,A
1152880,F,33.5,A,B,A
1152880,M,29,A,D,A
1152880,M,27.8,B,D,A
1152880,F,51.7,A,D,A
1152880,F,40.7,A,D,B
1152880,F,49.1,A,A,A
1152880,F,48.7,A,D,A
1152880,F,33.8,E,A,A
1152880,M,39.7,A,D,A
1152880,F,29.8,B,C,A
1152881,M,16.3,B,A,C
1152881,F,46.8,B,D,A
1152881,F,49.8,A,D,A
1152881,M,46.9,A,D,B
1152881,F,40.3,A,B,A
1152881,M,34.2,B,D,A
1152881,F,25.3,A,D,A
1152881,F,36.7,B,D,B
1152881,M,34.4,A,A,B
1152881,F,38,C,D,A
1152881,F,47.7,E,D,B
1152881,M,33.3,A,A,A
1152881,M,41.6,A,A,B
1152881,F,49.4,A,B,A
1152881,M,29.8,B,D,A
1152881,M,45.8,A,A,A
1152881,M,28.4,A,C,A
1152881,M,43,A,D,B
1152881,M,63.1,A,D,B
1152881,M,37.2,A,A,B
1152881,M,32.8,A,D,A
1152881,M,48,A,A,A
1152881,F,23.9,A,D,B
1152881,F,27.3,B,A,A
1152881,M,31.5,B,D,A
1152881,M,28.5,A,D,A
1152881,F,31.1,A,D,B
1152881,F,35.9,A,D,B
1152881,M,21.9,A,D,A
1152881,F,31.2,B,D,A
1152881,F,37.2,A,A,B
1152881,M,58.5,A,D,A
1152881,M,20.2,A,D,B
1152882,F,49.4,B,D,C
1152882,F,45.5,NA,NA,NA
1152882,F,36.6,A,A,A
1152882,M,48.4,A,D,A
1152882,M,55,A,D,A
1152882,M,59.4,B,F,A
1152882,M,32.1,A,D,A
1152882,M,64.6,A,D,A
1152882,F,45.7,A,D,A
1152882,F,45.2,B,A,A
1152882,M,55,A,B,A
1152882,F,35,A,D,B
1152882,F,63.2,A,A,B
1152882,F,47.2,A,A,B
1152882,F,49.9,A,B,A
1152882,M,52.5,A,D,A
1152882,F,44.9,A,D,A
1152882,M,64,A,C,A
1152882,F,36.5,A,A,B
1152882,F,73.9,A,B,A
1152882,F,52.7,A,F,A
1152882,F,63.5,C,D,A
1152882,F,53,A,D,A
1152882,F,51.7,A,A,A
1152882,F,36.2,A,A,A
1152882,M,42.2,A,A,A
1152882,F,75.4,A,D,A
1152882,F,45.4,A,D,A
1152882,M,43.8,A,D,A
1152882,M,52.7,A,D,A
1152882,F,51.2,A,D,A
1152882,F,53.6,A,B,B
1152882,F,65.2,B,B,A
1158116,F,32.5,A,D,A
1158116,F,43.4,A,A,A
1158116,F,32.6,B,A,A
1158116,M,62.1,B,D,B
1158116,M,66.2,A,A,A
1158116,F,44.5,C,D,A
1158116,F,63.9,A,D,B
1158116,F,68.2,B,D,A
1158116,F,41.6,A,D,A
1158116,F,41.4,A,D,A
1158116,M,31.7,A,A,B
1158116,F,64.5,A,B,A
1158116,F,66.3,A,D,E
1158116,F,69.3,A,D,A
1158116,F,38.6,A,D,C
1158116,F,54.3,A,A,A
1158116,F,50.1,A,B,A
1158116,F,56.5,B,C,B
1158116,F,41.2,B,A,A
1158116,F,52,A,B,A
1158116,F,62.7,B,A,B
1158116,F,35.9,A,D,E
1158116,F,51.7,B,D,B
1158116,F,50.5,A,D,A
1158116,M,66.1,A,D,B
1158116,F,55.2,A,D,B
1158116,F,43.5,B,B,A
1158116,F,54.9,A,A,B
1158116,F,49.3,A,D,B
1158116,F,52.1,A,A,A
1158116,F,40,B,C,D
1158907,F,54.1,A,A,D
1158907,M,53.8,E,A,A
1158907,M,55.7,E,F,A
1158907,F,74,B,D,A
1158907,F,48.1,A,A,B
1158907,F,42,A,C,B
1158907,F,48.8,A,D,A
1158907,M,53.1,A,D,C
1158907,F,57.7,A,A,D
1158907,F,47.3,A,D,C
1158907,F,61,A,F,B
1158907,F,63.8,A,E,C
1158907,F,53.9,A,A,D
1160083,F,59.9,A,A,A
1160083,F,58.3,A,D,A
1160083,F,49,A,C,A
1160083,F,38.8,A,B,A
1160083,F,43,A,A,B
1160083,F,46.5,B,D,A
1160083,M,52.4,A,A,A
1160083,F,57.5,A,A,A
1160083,F,21.4,B,B,A
1160083,M,45.4,A,A,A
1160083,F,41.5,A,A,C
1160083,F,54.3,B,A,A
1160083,F,59.5,A,D,B
1160083,F,54.4,B,A,B
1160083,F,47.4,A,D,A
1160083,F,32.6,A,B,A
1160083,M,55.5,A,D,B
1160083,F,26.6,A,A,A
1160083,F,37.6,A,A,A
1160083,F,59.8,A,D,A
1160083,F,27.1,A,D,A
1160083,M,42.6,A,D,A
1160083,M,59.1,A,D,A
1160083,F,38.5,A,D,A
1160083,F,47.4,B,A,A
1160083,M,41.3,B,D,A
1160083,F,51.2,A,B,A
1160083,M,55.4,A,A,B
1160083,M,42.4,A,D,A
1160083,F,47.6,A,D,A
1160083,F,39.7,A,D,A
1160083,F,64.2,A,A,A
1160083,M,60.2,A,A,A
1160083,F,38.6,B,D,A
1160083,M,69.2,A,D,B
1160083,F,54.3,A,D,A
1160083,M,60.8,A,A,B
1160083,F,34.8,B,D,A
1160083,M,46.9,B,D,C
1160083,F,47.6,A,C,A
1160083,F,39.7,B,D,A
1160083,M,48.2,A,F,B
1160083,F,33.9,B,D,A
1160083,F,47,A,A,A
1162185,F,51.2,A,B,A
1162185,F,55.3,A,A,B
1162185,F,79.5,A,A,B
1162185,M,62.5,A,D,A
1162185,F,50.4,A,A,A
1162185,F,32.8,A,A,A
1162185,M,27.1,A,D,A
1162185,F,62.3,A,D,A
1162185,M,38.1,A,A,B
1162185,F,38.3,B,F,A
1162185,M,48.6,A,B,A
1162185,F,51.8,A,D,A
1162185,F,51.1,A,B,C
1162185,F,50.1,A,D,B
1204358,M,41.9,A,D,A
1204358,F,46.7,A,B,A
1204358,F,34.9,A,A,A
1152879,M,NA,A,D,A
